,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance
0,HrT9hxBhj1FhDGO4zelF_Q,proof-and-press-el-paso,Proof And Press,https://s3-media3.fl.yelpcdn.com/bphoto/e8QyOGqe_o_Xx7VEcdfSuw/o.jpg,False,https://www.yelp.com/biz/proof-and-press-el-paso?adjust_creative=jY1kf1h205Jay19EpUq4og&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jY1kf1h205Jay19EpUq4og,5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,"{'latitude': 31.78709, 'longitude': -106.5071}",['delivery'],"{'address1': '3737 N Mesa St', 'address2': 'Ste B', 'address3': None, 'city': 'El Paso', 'zip_code': '79902', 'country': 'US', 'state': 'TX', 'display_address': ['3737 N Mesa St', 'Ste B', 'El Paso, TX 79902']}",,,7581.861913577159
1,2OmxqAGtHD1awYk_6lQi4w,frontera-churros-el-paso,Frontera Churros,https://s3-media4.fl.yelpcdn.com/bphoto/qPZ3WSodqrZW44Xx9_5KYA/o.jpg,False,https://www.yelp.com/biz/frontera-churros-el-paso?adjust_creative=jY1kf1h205Jay19EpUq4og&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jY1kf1h205Jay19EpUq4og,14,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]",5.0,"{'latitude': 31.77211739590375, 'longitude': -106.31919605045849}",[],"{'address1': '2200 N Lee Trevino', 'address2': 'Unit B1', 'address3': None, 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['2200 N Lee Trevino', 'Unit B1', 'El Paso, TX 79936']}",,,10488.976529025918
2,AHQ5nojE6bHJPmSx-bQJCg,café-con-leche-el-paso-6,Café Con Leche,https://s3-media2.fl.yelpcdn.com/bphoto/6OuCojm4-Izu6WlmaEGdcQ/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-con-leche-el-paso-6?adjust_creative=jY1kf1h205Jay19EpUq4og&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jY1kf1h205Jay19EpUq4og,28,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 31.7784223707138, 'longitude': -106.46556099086229}",['delivery'],"{'address1': '2430 Wyoming Ave', 'address2': None, 'address3': '', 'city': 'El Paso', 'zip_code': '79901', 'country': 'US', 'state': 'TX', 'display_address': ['2430 Wyoming Ave', 'El Paso, TX 79901']}",,,3980.3127973797277
3,0Z6M0hG4a3EeR8m3NjxS5A,viejo-coffee-el-paso-4,Viejo Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/t5Aaoh0bUUG4fmZt00lc0Q/o.jpg,False,https://www.yelp.com/biz/viejo-coffee-el-paso-4?adjust_creative=jY1kf1h205Jay19EpUq4og&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jY1kf1h205Jay19EpUq4og,12,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 31.776457, 'longitude': -106.5017671}",['delivery'],"{'address1': '2519 N Stanton', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79902', 'country': 'US', 'state': 'TX', 'display_address': ['2519 N Stanton', 'El Paso, TX 79902']}",,,7285.379884205841
4,wQXpmRe0enTSchHdqVmf0A,frontera-churros-coffee-and-beer-el-paso,"Frontera Churros, Coffee, & Beer",https://s3-media2.fl.yelpcdn.com/bphoto/gMhP62x3pVeV12Qet8WsMQ/o.jpg,False,https://www.yelp.com/biz/frontera-churros-coffee-and-beer-el-paso?adjust_creative=jY1kf1h205Jay19EpUq4og&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jY1kf1h205Jay19EpUq4og,93,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",5.0,"{'latitude': 31.755139, 'longitude': -106.4830132}","['pickup', 'delivery']","{'address1': '501 South Campbell St', 'address2': 'Ste E1', 'address3': '', 'city': 'El Paso', 'zip_code': '79901', 'country': 'US', 'state': 'TX', 'display_address': ['501 South Campbell St', 'Ste E1', 'El Paso, TX 79901']}",+19152450560,(915) 245-0560,6769.025620159753
